Wavelength,Flux,BestFit,SkyFlux
5560.323,90.020,88.035,7.035
5561.603,90.036,88.438,6.959
5562.884,90.388,88.043,6.884
5564.165,89.670,87.912,7.243
5565.446,89.061,88.029,7.765
5566.728,89.718,88.010,7.547
5568.010,90.513,88.133,6.826
5569.292,89.327,88.479,6.868
5570.575,90.972,88.227,6.898
5571.857,89.039,88.351,6.786
5573.141,88.835,88.570,6.580
5574.424,84.629,88.439,6.765
5575.708,91.523,88.460,16.105
5576.992,94.033,88.761,107.200
5578.276,88.990,88.806,259.340
5579.561,92.060,88.917,247.280
5580.846,95.923,88.890,104.726
5582.131,93.235,88.772,23.825
5583.416,92.895,89.019,8.434
5584.702,93.613,88.802,6.638
5585.988,92.409,88.774,6.454
5587.274,92.584,88.802,6.451
5588.561,87.285,88.747,6.623
5589.848,87.286,88.758,6.943
5591.135,88.904,89.047,7.163
5592.423,90.526,89.305,7.042
5593.711,92.869,89.264,6.768
5594.999,89.585,88.930,6.618
5596.287,90.416,89.026,6.513
5597.576,90.301,89.386,6.595
5598.865,89.909,89.005,6.885
5600.154,88.405,89.268,6.797
5601.444,92.938,89.268,6.817
5602.734,90.708,89.532,6.798
5604.024,88.220,89.766,6.734
5605.315,89.072,89.471,7.727
5606.606,90.884,89.088,8.210
5607.897,92.846,89.738,7.846
5609.188,91.488,89.926,7.224
5610.480,92.634,89.783,6.885
5611.772,92.628,89.789,7.052
5613.064,92.774,90.027,6.729
5614.357,90.871,90.079,7.049
5615.650,88.477,89.639,6.942
5616.943,87.086,89.939,6.768
5618.236,90.098,89.953,6.778
5619.530,90.422,89.864,7.170
5620.824,91.961,89.942,7.094
5622.119,91.771,89.689,6.845
5623.413,91.131,89.786,7.231
5624.708,92.046,89.615,7.608
5626.004,90.337,89.832,7.420
5627.299,91.523,90.121,7.027
5628.595,91.433,90.185,7.033
5629.891,92.688,90.242,6.978
5631.188,93.165,89.454,6.948
5632.484,94.261,90.062,6.974
5633.782,93.168,90.481,6.901
5635.079,92.852,90.253,7.007
5636.377,93.875,90.171,7.139
5637.675,94.194,90.647,7.135
5638.973,91.233,90.613,7.037
5640.271,93.467,90.447,7.178
5641.570,92.530,90.354,7.169
5642.869,89.603,90.388,7.074
5644.169,90.460,90.490,7.103
5645.469,90.703,90.558,7.392
5646.769,91.917,90.635,7.653
5648.069,93.461,90.701,7.393
5649.370,94.728,90.725,7.393
5650.671,93.703,90.937,7.237
5651.972,93.425,91.201,7.157
5653.274,92.643,90.976,7.327
5654.575,91.710,90.688,7.256
5655.878,90.258,90.903,7.322
5657.180,90.471,90.868,7.345
5658.483,89.123,90.827,7.412
5659.786,88.322,91.067,7.366
5661.089,91.177,91.056,7.410
5662.393,92.641,90.682,7.476
5663.697,92.118,90.468,7.405
5665.001,90.446,90.670,7.527
5666.306,92.288,90.941,8.150
5667.611,95.166,91.120,7.985
5668.916,90.674,91.346,8.282
5670.221,92.880,90.993,8.560
5671.527,92.794,91.420,8.764
5672.833,95.765,91.578,9.492
5674.139,94.530,91.337,9.483
5675.446,94.227,91.405,8.854
5676.753,93.981,91.988,8.622
5678.060,92.892,91.895,8.471
5679.368,93.761,91.596,8.538
5680.676,96.242,91.500,8.896
5681.984,93.224,91.816,9.447
5683.292,90.222,92.115,10.749
5684.601,90.347,91.826,11.818
5685.910,93.362,92.066,12.395
5687.220,92.750,91.473,12.756
5688.529,93.560,91.667,13.130
5689.839,90.141,92.078,13.815
5691.150,94.493,91.865,13.626
5692.460,96.083,91.826,13.002
5693.771,93.953,92.042,11.666
5695.082,95.275,91.788,10.873
5696.394,97.799,91.979,10.087
5697.706,92.911,92.154,9.685
5699.018,94.381,91.961,9.245
5700.330,95.221,92.107,9.278
5701.643,94.527,92.134,9.330
5702.956,92.695,92.480,9.018
5704.269,93.518,92.204,8.377
5705.583,95.277,91.891,8.305
5706.897,95.762,92.110,7.900
5708.211,92.171,92.223,7.804
5709.525,92.066,92.215,7.716
5710.840,92.759,92.106,7.692
5712.155,91.091,91.861,8.058
5713.471,93.118,91.892,8.603
5714.786,97.079,92.320,8.118
5716.102,94.529,92.658,7.749
5717.419,97.396,92.840,7.547
5718.735,94.092,92.706,7.819
5720.052,95.654,92.927,8.066
5721.370,94.531,93.236,7.855
5722.687,96.596,93.347,7.798
5724.005,95.194,93.548,7.832
5725.323,98.046,93.440,7.825
5726.642,96.773,93.195,7.796
5727.960,95.895,93.222,7.654
5729.279,97.489,93.298,7.529
5730.599,96.040,93.119,7.675
5731.918,95.351,92.824,7.489
5733.238,94.866,92.760,7.416
5734.559,96.897,93.194,7.567
5735.879,94.490,93.157,7.449
5737.200,96.808,93.080,7.617
5738.521,97.134,93.466,7.572
5739.843,98.635,93.624,7.590
5741.165,92.437,93.087,7.493
5742.487,96.732,93.343,7.506
5743.809,97.146,93.727,7.395
5745.132,97.214,93.591,7.481
5746.455,97.247,93.165,7.467
5747.778,96.100,93.284,7.565
5749.102,98.394,93.943,7.458
5750.426,95.912,93.422,7.391
5751.750,99.583,93.514,7.590
5753.075,96.739,93.887,7.250
5754.399,93.117,93.737,7.576
5755.725,93.592,93.691,7.719
5757.050,93.716,93.788,7.643
5758.376,97.759,93.823,7.772
5759.702,96.836,93.764,8.014
5761.028,97.867,93.625,8.014
5762.355,94.056,93.531,7.848
5763.682,95.410,93.691,7.705
5765.009,94.133,93.975,8.086
5766.337,97.686,93.666,8.577
5767.665,96.658,93.800,9.012
5768.993,96.038,93.995,11.010
5770.321,97.126,93.833,12.830
5771.650,96.492,94.031,12.955
5772.979,96.382,94.512,10.910
5774.309,96.332,93.986,9.188
5775.638,94.841,94.062,8.430
5776.969,94.923,94.413,7.887
5778.299,98.800,94.243,7.835
5779.630,95.144,94.068,8.152
5780.960,94.414,94.171,7.999
5782.292,95.047,94.011,7.540
5783.623,95.897,94.394,7.598
5784.955,95.530,94.504,7.809
5786.287,94.044,94.011,7.980
5787.620,97.657,94.129,8.073
5788.953,98.313,94.289,8.923
5790.286,97.321,94.924,10.961
5791.619,98.503,95.320,12.730
5792.953,99.189,94.943,12.492
5794.287,96.520,94.439,10.190
5795.621,96.935,94.845,9.001
5796.956,98.089,94.686,8.567
5798.291,93.909,94.721,8.154
5799.626,94.547,95.044,8.111
5800.962,96.922,95.170,7.738
5802.298,97.043,94.978,7.771
5803.634,98.057,95.000,8.095
5804.970,99.645,95.285,8.073
5806.307,96.725,94.890,8.336
5807.644,96.163,95.148,8.279
5808.982,100.178,95.641,8.048
5810.319,98.138,95.543,7.951
5811.657,102.686,95.246,7.825
5812.996,98.943,95.231,8.001
5814.334,100.141,95.321,8.156
5815.673,98.037,95.246,8.089
5817.013,98.355,95.043,8.081
5818.352,99.355,94.972,8.066
5819.692,99.922,95.160,8.298
5821.032,98.758,95.197,8.354
5822.373,97.794,95.872,8.299
5823.713,99.140,95.254,8.284
5825.055,99.713,94.613,8.242
5826.396,99.936,95.091,8.336
5827.738,99.534,95.247,8.252
5829.080,97.307,95.200,8.221
5830.422,100.497,95.172,8.328
5831.765,95.768,95.178,8.374
5833.108,99.204,95.229,8.465
5834.451,100.910,95.222,8.391
5835.795,100.776,95.071,8.611
5837.139,99.059,95.302,8.720
5838.483,97.589,95.852,8.619
5839.827,102.691,95.816,8.441
5841.172,99.222,95.519,8.217
5842.517,102.210,95.547,8.613
5843.863,98.255,95.726,8.633
5845.208,99.613,95.777,8.663
5846.554,100.184,95.902,8.835
5847.901,99.478,96.191,8.870
5849.248,100.039,96.134,8.876
5850.595,100.790,95.902,8.883
5851.942,99.395,96.279,9.038
5853.289,97.266,95.937,8.933
5854.637,97.090,96.025,8.851
5855.986,97.579,95.939,9.083
5857.334,95.171,96.028,9.050
5858.683,99.524,96.315,9.038
5860.032,97.510,95.896,9.096
5861.382,98.449,95.741,9.168
5862.731,97.721,96.063,9.316
5864.082,98.513,96.511,9.098
5865.432,97.207,96.439,9.863
5866.783,97.579,96.074,11.248
5868.134,99.602,96.310,11.836
5869.485,97.926,96.135,11.478
5870.837,98.586,96.428,10.622
5872.189,99.606,96.779,9.623
5873.541,102.360,96.695,9.281
5874.894,101.289,96.519,9.272
5876.246,100.838,96.955,9.009
5877.600,98.099,97.026,8.682
5878.953,97.722,97.421,8.417
5880.307,99.742,97.469,8.112
5881.661,99.907,97.232,7.749
5883.016,99.736,96.931,7.839
5884.370,99.751,96.559,8.181
5885.725,98.393,96.992,8.421
5887.081,101.679,96.764,9.416
5888.437,100.665,96.371,15.420
5889.793,88.126,96.611,36.466
5891.149,83.303,96.996,59.198
5892.506,84.001,96.232,52.390
5893.863,92.423,95.573,27.114
5895.220,93.169,95.750,23.163
5896.577,85.107,96.083,38.008
5897.935,82.056,96.142,41.572
5899.293,90.598,96.328,26.510
5900.652,99.490,96.978,12.995
5902.011,97.311,96.405,9.412
5903.370,99.736,96.517,8.827
5904.729,97.276,97.113,8.908
5906.089,99.633,97.323,8.807
5907.449,98.202,97.038,9.247
5908.810,99.089,97.072,9.328
5910.170,100.155,97.520,8.984
5911.531,100.674,97.784,8.777
5912.893,99.381,97.495,8.893
5914.254,98.180,97.726,9.443
5915.616,98.347,98.456,10.658
5916.979,98.116,98.051,11.469
5918.341,98.578,97.758,10.468
5919.704,98.795,97.672,9.411
5921.067,98.652,98.119,9.337
5922.431,100.127,98.291,9.525
5923.795,98.610,97.952,9.926
5925.159,100.448,98.033,10.200
5926.523,102.231,97.898,10.340
5927.888,102.979,98.544,10.403
5929.253,98.710,98.589,9.907
5930.619,96.726,97.998,9.865
5931.984,99.212,97.731,10.462
5933.350,97.675,98.241,12.075
5934.717,101.775,98.702,12.860
5936.083,101.436,98.545,11.439
5937.450,100.419,98.403,10.228
5938.818,101.282,98.370,9.889
5940.185,102.212,98.392,9.858
5941.553,99.829,98.571,9.785
5942.922,101.618,98.348,9.481
5944.290,101.296,98.438,9.687
5945.659,101.967,98.802,10.282
5947.028,102.861,98.995,10.607
5948.398,100.210,98.799,10.444
5949.768,101.775,98.564,9.940
5951.138,101.834,98.827,9.582
5952.508,103.384,98.846,10.080
5953.879,100.695,98.816,11.582
5955.250,102.038,98.541,12.321
5956.621,103.081,98.230,11.308
5957.993,100.825,98.645,10.121
5959.365,100.186,98.877,9.652
5960.738,101.561,98.136,9.643
5962.110,101.481,98.404,9.770
5963.483,101.375,98.794,9.590
5964.856,102.448,98.628,9.707
5966.230,101.459,99.238,9.579
5967.604,102.689,99.079,9.362
5968.978,99.997,98.688,9.495
5970.353,102.346,99.474,9.950
5971.728,103.659,100.060,10.283
5973.103,102.835,99.631,10.023
5974.478,101.009,99.630,9.831
5975.854,101.846,99.227,9.842
5977.230,101.155,99.302,10.117
5978.607,100.811,99.626,10.512
5979.984,103.579,99.948,10.227
5981.361,104.684,100.134,9.703
5982.738,102.246,100.045,9.473
5984.116,98.953,99.806,9.367
5985.494,102.175,100.045,9.118
5986.872,99.878,99.529,8.972
5988.251,99.310,99.313,9.154
5989.630,103.011,99.844,9.188
5991.009,103.472,99.555,9.001
5992.389,102.736,99.690,9.113
5993.769,101.755,100.041,8.959
5995.149,102.298,100.088,8.953
5996.530,103.416,100.069,9.047
5997.911,101.808,100.231,8.925
5999.292,100.702,100.181,9.094
6000.674,103.101,99.628,9.050
6002.055,103.189,100.039,9.007
6003.438,102.911,99.931,9.007
6004.820,103.882,99.776,9.185
6006.203,103.085,100.185,9.069
6007.586,103.194,100.210,8.702
6008.970,102.269,100.070,8.357
6010.353,98.299,100.546,8.405
6011.737,98.925,100.368,8.361
6013.122,101.627,100.088,8.149
6014.507,100.338,100.347,8.183
6015.892,100.220,100.374,8.189
6017.277,101.348,100.255,8.064
6018.663,104.206,100.608,8.085
6020.049,100.315,100.403,8.079
6021.435,99.779,100.408,8.119
6022.822,101.474,100.836,8.124
6024.209,102.633,100.315,8.205
6025.596,102.680,100.206,8.148
6026.983,102.134,100.423,8.109
6028.371,101.980,100.726,8.217
6029.760,101.953,100.966,8.135
6031.148,103.206,101.142,8.129
6032.537,104.819,101.292,8.104
6033.926,102.914,101.175,8.540
6035.316,104.395,101.052,8.520
6036.706,103.014,101.217,8.159
6038.096,105.410,101.149,7.841
6039.486,101.927,100.792,7.955
6040.877,104.124,101.002,8.024
6042.268,102.111,101.407,7.849
6043.660,102.417,101.243,7.857
6045.051,104.172,101.397,7.837
6046.444,103.309,101.294,7.774
6047.836,102.582,100.948,7.888
6049.229,104.018,101.623,7.830
6050.622,105.125,101.585,7.993
6052.015,105.559,101.293,8.042
6053.409,102.447,101.515,7.740
6054.803,101.142,101.843,7.692
6056.197,103.730,101.912,7.711
6057.592,103.686,102.142,7.442
6058.987,103.393,102.272,7.657
6060.382,104.418,101.554,7.880
6061.778,104.112,101.383,7.849
6063.174,105.069,101.638,7.891
6064.570,104.530,101.492,7.741
6065.966,102.183,100.957,7.524
6067.363,101.820,100.778,7.739
6068.761,102.552,100.801,7.956
6070.158,105.388,101.621,7.813
6071.556,105.087,102.209,7.430
6072.954,105.004,101.975,7.526
6074.353,102.594,102.012,7.526
6075.751,104.932,102.241,7.572
6077.151,103.889,101.916,7.486
6078.550,102.228,101.934,7.442
6079.950,101.652,101.925,7.462
6081.350,100.606,102.099,7.407
6082.750,102.532,103.401,7.329
6084.151,104.888,102.953,7.158
6085.552,103.554,102.675,7.363
6086.954,105.401,102.673,7.424
6088.355,102.478,102.595,7.241
6089.758,104.480,102.553,7.118
6091.160,105.714,102.892,7.081
6092.563,105.809,102.969,7.237
6093.966,104.957,102.623,7.217
6095.369,102.905,102.462,7.246
6096.773,105.870,102.749,7.560
6098.177,107.107,103.138,7.578
6099.581,103.963,103.036,7.455
6100.986,103.861,102.627,7.368
6102.391,104.726,102.963,7.299
6103.796,101.819,102.972,7.550
6105.201,100.308,102.744,7.488
6106.607,103.363,102.737,7.215
6108.014,102.596,102.802,7.387
6109.420,102.341,103.230,7.383
6110.827,104.216,102.953,7.507
6112.234,102.747,102.946,7.529
6113.642,104.558,103.156,7.549
6115.050,105.423,103.205,7.519
6116.458,105.314,103.251,7.397
6117.867,106.125,102.884,7.256
6119.275,106.448,102.703,7.386
6120.685,105.332,102.743,7.358
6122.094,103.471,102.707,7.156
6123.504,101.452,102.661,6.909
6124.914,102.450,103.028,6.871
6126.325,105.386,103.322,7.129
6127.735,107.177,103.141,7.295
6129.146,105.538,103.712,7.114
6130.558,105.055,104.185,6.993
6131.970,105.130,103.880,7.017
6133.382,104.684,103.788,7.016
6134.794,105.346,103.498,7.042
6136.207,103.835,103.422,7.107
6137.620,100.467,103.589,7.171
6139.033,99.512,103.583,7.378
6140.447,102.105,103.063,7.533
6141.861,103.588,102.461,7.578
6143.276,100.830,103.127,7.547
6144.690,103.832,103.154,7.964
6146.105,104.555,103.071,7.994
6147.521,105.448,102.882,7.817
6148.936,103.042,102.914,7.484
6150.352,102.408,103.777,7.203
6151.769,104.601,103.044,7.252
6153.185,105.428,102.925,7.673
6154.602,104.520,103.443,8.241
6156.020,103.732,103.570,8.660
6157.437,104.781,103.477,8.627
6158.855,106.252,104.234,8.172
6160.274,105.273,103.880,8.312
6161.692,102.568,103.912,8.942
6163.111,101.541,104.028,9.285
6164.530,102.338,103.920,8.490
6165.950,104.636,103.800,7.746
6167.370,106.079,103.925,7.221
6168.790,105.438,103.815,7.243
6170.211,105.404,104.020,7.646
6171.632,104.222,103.837,7.983
6173.053,106.913,103.807,8.072
6174.474,107.913,104.233,7.673
6175.896,106.100,104.319,7.287
6177.319,105.330,104.599,7.331
6178.741,105.705,104.552,7.324
6180.164,107.815,104.337,7.224
6181.587,108.423,104.178,7.095
6183.011,105.788,104.131,6.880
6184.435,108.753,104.252,7.159
6185.859,104.890,104.810,7.168
6187.283,107.025,104.819,7.024
6188.708,109.357,104.281,7.025
6190.133,107.075,104.381,6.959
6191.559,104.951,105.051,6.994
6192.985,103.195,104.724,7.163
6194.411,103.535,104.730,7.464
6195.837,106.634,104.453,7.214
6197.264,107.253,104.612,7.074
6198.691,105.836,104.815,7.235
6200.119,107.770,104.789,7.145
6201.546,105.642,105.067,7.164
6202.975,107.247,104.748,7.711
6204.403,108.873,104.578,7.973
6205.832,107.763,105.111,7.580
6207.261,105.928,105.595,7.202
6208.690,106.757,105.644,7.123
6210.120,108.546,105.936,7.205
6211.550,108.237,105.925,7.306
6212.981,104.449,105.546,7.568
6214.411,105.760,105.223,7.379
6215.842,108.984,105.133,7.089
6217.274,107.794,105.245,7.000
6218.706,106.716,105.404,7.048
6220.138,109.716,105.232,6.836
6221.570,112.694,105.021,7.144
6223.003,109.855,105.058,7.906
6224.436,109.724,105.269,7.959
6225.869,109.564,105.383,7.348
6227.303,106.733,105.221,6.782
6228.737,109.118,104.975,6.764
6230.171,107.457,104.695,6.756
6231.606,105.749,104.702,6.620
6233.041,104.819,104.940,7.176
6234.477,107.808,105.126,8.726
6235.912,109.696,105.154,10.914
6237.348,108.152,105.352,12.238
6238.785,106.960,105.677,11.277
6240.221,105.128,106.020,9.624
6241.658,105.187,105.724,8.850
6243.096,105.969,105.210,8.704
6244.534,107.251,105.761,8.441
6245.972,105.551,105.486,7.862
6247.410,105.028,105.138,7.241
6248.849,103.086,105.246,6.973
6250.288,108.194,105.463,6.960
6251.727,111.361,105.618,6.734
6253.167,107.659,105.994,6.652
6254.607,107.749,105.803,6.551
6256.047,108.023,105.294,7.106
6257.488,107.758,105.251,9.389
6258.929,108.504,105.311,11.529
6260.370,106.452,105.118,11.876
6261.812,110.849,105.147,9.636
6263.254,112.919,105.316,7.950
6264.696,109.468,105.242,8.115
6266.139,109.577,105.104,8.407
6267.582,110.571,105.337,8.754
6269.025,110.427,105.732,8.290
6270.469,107.321,105.547,7.586
6271.913,107.951,105.437,7.202
6273.357,108.859,105.463,7.107
6274.802,109.189,105.305,7.263
6276.247,108.466,105.418,7.618
6277.692,109.125,105.896,7.908
6279.138,111.286,105.935,7.880
6280.584,110.136,105.734,7.552
6282.030,107.619,105.887,6.907
6283.477,108.637,105.807,6.917
6284.924,108.049,105.608,7.151
6286.371,108.158,105.657,8.317
6287.819,108.005,105.843,10.184
6289.267,107.688,105.956,11.314
6290.715,110.417,106.200,9.970
6292.164,109.188,106.320,8.236
6293.613,109.049,106.416,7.252
6295.062,109.658,106.621,7.051
6296.511,109.261,106.813,7.958
6297.961,109.526,107.046,15.373
6299.412,106.445,106.865,44.844
6300.862,106.138,107.744,70.116
6302.313,111.098,108.509,93.411
6303.765,108.187,108.208,61.091
6305.216,107.277,108.057,27.577
6306.668,108.242,107.452,12.455
6308.121,111.013,107.055,12.166
6309.573,109.733,106.677,11.835
6311.026,110.376,106.698,8.980
6312.480,109.114,106.886,7.366
6313.933,109.335,106.304,6.854
6315.387,109.129,106.453,6.741
6316.842,106.492,107.010,6.834
6318.296,107.142,106.952,6.659
6319.751,105.848,106.612,6.706
6321.207,107.604,106.512,7.534
6322.662,111.995,106.496,8.233
6324.119,110.325,106.926,8.254
6325.575,108.851,106.950,7.360
6327.032,111.531,107.124,7.043
6328.489,109.304,107.104,7.601
6329.946,109.683,106.775,9.538
6331.404,110.613,106.932,10.752
6332.862,109.275,107.020,9.864
6334.320,111.014,107.183,7.847
6335.779,105.732,107.203,6.846
6337.238,107.583,106.876,6.651
6338.697,107.204,106.731,6.765
6340.157,108.336,107.374,6.743
6341.617,110.194,106.948,6.790
6343.077,110.140,106.639,6.868
6344.538,109.349,106.757,6.975
6345.999,108.897,106.839,6.937
6347.460,108.008,106.644,7.056
6348.922,107.824,106.571,7.640
6350.384,110.096,106.839,7.927
6351.847,108.356,107.122,7.713
6353.309,110.191,107.056,7.093
6354.772,111.715,107.034,7.019
6356.236,109.427,107.073,8.266
6357.700,109.367,106.733,9.380
6359.164,109.105,107.358,8.888
6360.628,111.355,107.421,7.931
6362.093,110.594,107.519,14.564
6363.558,109.754,107.595,34.019
6365.023,113.386,107.469,50.575
6366.489,114.380,107.628,49.382
6367.955,110.944,107.870,25.042
6369.422,111.216,106.966,9.131
6370.888,113.473,107.138,6.763
6372.356,111.141,107.939,6.786
6373.823,110.247,107.845,6.800
6375.291,109.371,107.020,6.864
6376.759,110.003,106.796,6.840
6378.227,111.038,107.067,6.790
6379.696,110.903,107.404,7.247
6381.165,111.331,107.444,7.504
6382.635,108.895,107.373,7.269
6384.105,110.795,107.727,7.190
6385.575,111.159,107.929,7.344
6387.045,111.430,107.777,7.716
6388.516,113.728,107.862,7.751
6389.987,112.610,107.868,7.315
6391.459,110.562,107.680,6.882
6392.931,111.157,107.883,6.578
6394.403,109.888,107.735,6.638
6395.875,108.119,107.962,6.640
6397.348,110.873,108.383,6.530
6398.822,111.338,108.436,6.461
6400.295,107.138,108.214,6.502
6401.769,108.974,108.446,6.630
6403.243,109.487,108.584,7.001
6404.718,110.859,108.498,6.882
6406.193,111.346,108.415,6.691
6407.668,108.592,108.111,6.547
6409.144,109.394,107.868,6.429
6410.619,108.815,108.468,6.370
6412.096,109.777,108.659,6.572
6413.572,109.040,108.189,6.793
6415.049,110.046,108.223,6.832
6416.527,111.786,108.073,6.840
6418.004,109.873,107.752,6.740
6419.482,109.081,108.727,6.668
6420.961,109.921,108.694,6.963
6422.439,110.326,108.266,7.343
6423.918,112.107,108.751,6.803
6425.398,113.436,108.790,6.648
6426.877,111.738,108.030,6.646
6428.357,112.673,108.597,6.518
6429.838,110.362,108.997,6.648
6431.318,111.531,108.933,6.439
6432.799,111.653,108.736,6.417
6434.281,109.804,108.249,6.280
6435.762,109.160,107.762,6.399
6437.244,111.474,108.037,6.515
6438.727,110.960,107.884,6.486
6440.210,109.411,107.736,6.415
6441.693,109.684,107.930,6.336
6443.176,111.302,108.239,6.462
6444.660,114.006,108.190,6.515
6446.144,110.730,107.703,6.418
6447.628,111.701,107.676,6.498
6449.113,110.978,107.545,6.456
6450.598,110.312,107.649,6.356
6452.084,109.535,107.475,6.634
6453.570,110.409,106.932,6.634
6455.056,110.163,107.096,6.695
6456.542,107.715,107.728,6.726
6458.029,106.877,107.143,6.858
6459.516,110.739,106.806,6.704
6461.004,110.917,106.538,6.573
6462.492,108.157,106.203,6.732
6463.980,106.941,106.841,7.341
6465.468,109.395,106.913,8.520
6466.957,111.239,107.061,9.220
6468.447,111.251,107.112,8.698
6469.936,111.387,107.016,8.229
6471.426,109.324,106.877,8.499
6472.916,110.340,106.842,8.735
6474.407,112.032,107.320,7.808
6475.898,109.435,107.467,6.738
6477.389,112.818,107.028,6.716
6478.881,113.109,106.837,6.892
6480.373,114.874,107.181,7.071
6481.865,112.360,107.262,6.525
6483.358,110.784,107.442,6.273
6484.851,111.204,106.586,6.238
6486.344,111.279,106.447,6.216
6487.838,112.349,107.001,6.277
6489.332,111.373,107.209,6.208
6490.826,110.545,107.018,6.278
6492.321,109.822,107.352,6.121
6493.816,107.368,106.879,5.977
6495.312,105.435,106.709,5.950
6496.808,104.853,106.266,6.360
6498.304,105.344,105.680,8.805
6499.800,107.275,106.653,11.205
6501.297,112.590,106.804,10.860
6502.794,112.219,106.101,8.366
6504.292,110.214,105.537,7.142
6505.789,112.408,105.649,7.718
6507.288,112.277,105.944,7.983
6508.786,112.566,105.543,7.340
6510.285,111.930,105.323,6.611
6511.784,113.138,105.045,6.296
6513.284,112.532,105.130,6.332
6514.784,111.256,105.286,6.470
6516.284,110.209,105.030,6.331
6517.785,109.610,104.499,6.126
6519.285,109.320,104.259,5.942
6520.787,111.073,104.049,6.105
6522.288,112.230,104.280,6.684
6523.790,110.674,104.704,7.455
6525.293,111.182,104.513,7.229
6526.795,110.773,103.490,6.580
6528.298,110.555,103.456,6.349
6529.802,111.263,103.779,6.226
6531.306,113.529,103.754,6.765
6532.810,113.387,103.308,8.558
6534.314,112.179,102.896,10.328
6535.819,111.920,102.964,9.624
6537.324,111.790,102.959,7.793
6538.829,111.043,102.485,6.615
6540.335,110.872,101.750,6.421
6541.841,112.132,101.177,6.490
6543.348,112.654,100.931,7.105
6544.855,110.721,100.788,7.721
6546.362,109.291,100.640,7.882
6547.869,109.070,100.218,7.421
6549.377,107.732,99.588,6.916
6550.885,107.613,100.056,6.753
6552.394,108.910,99.447,7.449
6553.903,105.477,94.444,9.840
6555.412,102.940,95.100,10.974
6556.922,101.756,94.118,9.406
6558.432,99.959,93.300,7.110
6559.942,95.410,93.934,6.207
6561.453,86.861,95.595,6.477
6562.964,72.705,97.053,8.039
6564.475,64.978,94.947,9.207
6565.987,74.102,93.778,8.591
6567.499,90.619,91.939,7.083
6569.011,99.955,92.699,6.827
6570.524,99.877,95.498,7.245
6572.037,102.518,93.565,7.142
6573.550,106.812,94.131,6.368
6575.064,105.055,93.922,6.282
6576.578,107.339,94.176,7.331
6578.093,109.372,95.153,9.159
6579.608,109.116,96.172,9.565
6581.123,111.486,97.452,7.999
6582.638,110.750,99.488,7.094
6584.154,113.245,97.954,7.541
6585.671,112.547,98.563,7.810
6587.187,111.495,100.112,7.086
6588.704,111.863,100.027,6.348
6590.221,110.916,100.619,6.255
6591.739,112.663,101.177,6.119
6593.257,112.706,100.704,6.353
6594.775,110.992,102.082,6.281
6596.294,111.811,104.179,6.515
6597.813,114.474,105.417,6.819
6599.332,114.499,106.720,6.887
6600.852,114.135,106.570,6.554
6602.372,114.321,106.906,6.519
6603.893,113.212,107.757,7.168
6605.413,112.685,108.405,7.806
6606.934,113.965,108.705,7.469
6608.456,113.557,109.113,6.569
6609.978,112.880,109.105,6.100
6611.500,114.765,109.399,5.984
6613.022,114.309,110.214,6.023
6614.545,111.525,110.768,6.133
6616.069,112.526,110.977,6.082
6617.592,112.002,111.729,5.963
6619.116,115.073,111.784,6.116
6620.640,114.395,111.066,6.046
6622.165,112.457,110.251,6.248
6623.690,115.615,110.832,5.978
6625.215,115.725,112.025,6.071
6626.741,117.237,111.334,6.080
6628.267,113.331,112.441,6.372
6629.793,116.386,113.170,6.336
6631.320,114.222,113.051,6.288
6632.847,114.154,113.162,6.293
6634.375,114.413,113.334,6.560
6635.903,112.979,112.417,6.692
6637.431,114.847,113.546,6.372
6638.959,115.676,113.103,6.131
6640.488,116.576,112.385,6.048
6642.017,116.705,112.454,6.002
6643.547,113.646,113.090,5.940
6645.077,113.483,113.381,5.843
6646.607,112.839,112.211,5.730
6648.138,113.433,112.073,5.947
6649.669,115.961,112.276,5.994
6651.200,114.962,112.084,5.953
6652.732,113.988,111.877,5.888
6654.264,116.365,112.316,5.994
6655.796,116.421,112.356,6.018
6657.329,114.876,113.349,6.000
6658.862,114.918,113.665,6.048
6660.395,114.017,113.051,5.948
6661.929,113.932,112.793,5.953
6663.463,114.610,113.790,6.016
6664.998,114.503,114.363,6.001
6666.532,114.872,114.181,6.093
6668.068,114.455,113.845,6.350
6669.603,115.590,114.198,6.416
6671.139,114.788,114.859,6.245
6672.675,113.693,114.626,6.028
6674.212,115.528,115.180,5.970
6675.749,117.242,115.249,5.961
6677.286,117.053,115.857,6.001
6678.824,115.835,116.137,6.061
6680.362,114.879,115.420,6.130
6681.900,113.607,115.102,6.012
6683.439,116.154,115.387,5.981
6684.978,116.225,115.616,6.057
6686.518,117.583,115.850,6.074
6688.058,114.591,115.936,6.083
6689.598,114.295,115.921,5.925
6691.138,115.340,116.146,6.054
6692.679,116.425,115.985,5.915
6694.220,115.849,116.069,5.859
6695.762,116.206,115.870,5.926
6697.304,114.227,115.852,5.994
6698.846,115.750,116.212,6.099
6700.389,114.165,116.197,6.120
6701.932,114.718,116.544,6.304
6703.475,113.601,116.562,6.146
6705.019,114.739,116.399,6.205
6706.563,114.525,116.567,6.235
6708.107,115.043,116.838,6.552
6709.652,117.354,116.492,6.713
6711.197,117.140,116.825,6.477
6712.743,116.831,117.544,6.137
6714.289,116.386,117.607,5.974
6715.835,114.657,117.846,6.203
6717.381,112.278,118.442,6.512
